29572	102	EF	24946403	737.02	LO
29573	102	KL	63927906	337.30	HH
29574	102	UV	97521966	37.70	  
29575	103	MN	2646291	737.02	LO
29576	104	MN	82782172	57.80	HH
29577	104	ST	8965999	146.40	  
29578	105	UV	58251345	734.80	LO
29579	106	WX	46916538	373.50	HH
29580	107	IJ	67744958	201.50	HH
29581	107	IJ	9999049	158.00	  
29582	107	QR	80934089	95.90	IN
29583	108	CD	62673318	480.30	HH
29584	110	OP	24390584	305.00	HH
29585	110	YZ	18149984	9.80	  
29586	110	ST	14772266	451.60	LO
29589	112	AB	41812431	205.10	HH
29590	113	GH	11191487	314.60	HH
29591	114	QR	78667527	159.00	HH
29592	114	MN	90660798	53.30	HH
29593	115	EF	51975733	511.00	HH
29594	116	KL	99229424	552.90	HH
29595	116	ST	16828024	92.70	LE
29596	117	CD	59419953	232.90	HH
29597	118	IJ	51605445	244.90	HH
29598	119	ST	21662587	825.20	HH
29599	120	YZ	74934506	189.90	LE
29600	120	ST	36501592	396.50	HH
29601	121	YZ	81156724	79.40	HH
29602	121	UV	93935125	92.90	  
29603	121	MN	91729092	39.30	IN
29604	123	KL	97764080	301.60	HH
29605	124	IJ	11366123	44.70	HH
29606	124	OP	51247948	57.50	  
29607	124	OP	34663748	97.10	IN
29608	125	IJ	14166999	442.21	LE
29609	126	WX	62923598	738.40	HH
29610	127	YZ	11707830	224.20	HH
29611	129	IJ	69084489	341.70	HH
29612	130	IJ	2152455	396.90	HH
29613	131	UV	29374742	690.40	HH
29614	132	WX	80542558	737.02	LO
29615	133	OP	90329002	309.40	LE
29616	133	EF	45379865	494.30	HH
29617	133	CD	30067122	512.30	  
29618	136	MN	78733890	293.20	HH
29619	137	GH	71138578	346.40	HH
29620	137	UV	34738314	78.70	  
29621	141	KL	30588215	301.65	LE
29622	141	KL	65986662	346.20	HH
29623	141	WX	71174192	179.10	  
29624	141	GH	86448645	671.60	IN
29625	142	YZ	23734498	184.50	HH
29626	143	YZ	81564402	227.20	HH
29627	145	GH	81546359	481.50	HH
29628	146	AB	76565843	382.30	HH
29631	148	KL	29826498	48.70	HH
29632	148	GH	99004148	8.90	  
29633	148	QR	85938459	173.60	IN
29634	151	QR	2754378	41.10	HH
29635	151	KL	77260404	266.80	  
29636	152	OP	21928644	42.60	HH
29637	152	OP	16610890	299.30	  
29638	153	UV	6886673	454.40	HH
29639	154	MN	1314569	389.10	HH
29640	155	KL	13971645	298.80	HH
29641	156	QR	93965810	203.00	HH
29642	157	AB	14697784	399.10	HH
29643	158	ST	61129736	342.00	HH
29644	159	GH	1882386	869.40	HH
29645	160	QR	52787989	237.40	HH
29646	160	ST	8854127	555.20	  
29647	161	GH	17877823	138.90	HH
29648	161	WX	62378322	89.20	HH
29649	162	GH	1325488	345.80	HH
29650	163	UV	86180990	311.60	HH
29651	163	IJ	8512616	61.20	HH
29652	165	OP	71082353	178.80	HH
29653	166	QR	26919090	304.40	HH
29654	168	WX	47454333	201.30	HH
29655	169	IJ	71273207	497.50	HH
29656	169	KL	15956706	69.60	LE
29657	171	UV	5356938	348.60	HH
29658	172	OP	11598539	422.10	HH
29659	173	KL	95605074	625.60	HH
29660	173	KL	26238835	142.80	  
29661	173	CD	85405385	73.50	IN
29662	173	CD	50065535	18.90	  
29663	173	UV	38819456	873.40	LO
29664	174	QR	73784321	213.90	HH
29667	176	GH	53236597	228.83	LO
29668	176	AB	55640232	456.40	HH
29669	176	OP	90734010	3.60	  
29670	176	QR	11736327	9.70	IN
29671	178	OP	16301811	148.20	HH
29672	178	ST	1946038	50.50	  
29673	179	UV	16450244	761.50	HH
29674	179	IJ	47684144	106.60	  
29675	179	AB	11941713	37.80	IN
29676	179	OP	39081686	460.80	  
29677	181	KL	66975450	678.00	HH
29678	183	AB	5552345	520.20	HH
29679	183	GH	85986530	75.20	  
29680	184	IJ	65986150	162.30	LE
29681	185	IJ	14592427	652.60	HH
29682	186	GH	83964973	686.20	HH
29683	187	UV	39898049	279.80	HH
29684	188	AB	26629168	742.60	HH
29685	189	GH	54808670	424.40	HH
29686	189	OP	28932172	75.00	  
29687	189	MN	76972424	36.00	IN
29688	190	YZ	24279922	451.90	HH
29689	190	WX	3125066	323.30	  
29690	190	WX	5304331	4.20	IN
29691	190	YZ	50605297	131.60	  
29692	191	YZ	89219265	442.09	LE
29693	192	IJ	70552640	358.30	HH
29694	193	QR	21547550	711.00	HH
29695	194	CD	39405787	264.80	HH
29696	195	AB	37868559	626.00	HH
29697	196	MN	84787642	127.00	HH
29698	196	AB	90261184	441.70	  
29699	196	KL	30200135	255.40	IN
29700	196	IJ	21173686	38.50	  
29701	197	EF	67286312	945.40	HH
29702	198	MN	67775189	70.00	HH
29703	198	QR	64557379	216.60	HH
29704	199	CD	15875643	198.40	HH
29705	201	OP	34061867	958.40	HH
29711	204	UV	59721839	195.00	HH
29712	205	AB	99149345	429.70	HH
29713	206	KL	75771987	290.20	HH
29714	207	KL	71656483	40.30	HH
29715	207	GH	4786676	1.00	  
29716	207	AB	83722591	272.60	IN
29717	208	AB	9118587	414.80	HH
29718	208	CD	77937751	176.70	  
29719	208	UV	98481541	98.60	IN
29720	208	OP	28241002	54.50	  
29721	209	QR	17469549	48.30	HH
29722	209	EF	52778792	4.10	  
29723	209	KL	1601225	179.60	IN
29724	210	IJ	24753552	753.40	HH
29725	211	IJ	2884138	239.40	LE
29726	212	EF	58462047	1384.10	HH
29727	213	EF	4553950	562.50	HH
29728	214	EF	26426023	209.70	HH
29729	215	MN	65896379	212.10	HH
29730	216	KL	85333066	148.60	HH
29731	216	GH	38205874	151.30	HH
29732	217	CD	23454666	345.90	HH
29733	217	YZ	55710929	65.30	LE
29734	218	IJ	10956299	318.20	LE
29735	219	GH	77167427	233.60	HH
29736	219	OP	33257001	298.80	  
29737	220	QR	26923066	309.50	HH
29738	221	CD	98228793	789.60	HH
29739	222	WX	52384513	344.09	LE
29740	224	EF	63218277	350.30	HH
29741	225	MN	74407583	338.30	HH
29742	225	KL	93545496	.20	  
29743	226	UV	29971635	892.80	HH
29744	226	GH	39824432	911.20	LO
29745	227	GH	28972292	938.10	HH
29746	228	QR	78199761	194.60	HH
29747	228	EF	26569271	215.80	  
29748	229	ST	55160808	250.50	HH
29749	230	ST	66906124	561.50	HH
29750	230	AB	95935326	152.70	  
29751	230	KL	3922403	105.80	IN
29752	231	WX	51732343	207.30	HH
29753	232	KL	62672704	364.30	HH
29755	234	MN	20655334	280.90	HH
29756	235	MN	79934978	89.50	HH
29757	235	KL	52539473	132.10	  
29758	237	AB	13233763	15.20	HH
29759	237	AB	58324587	178.80	  
29760	238	IJ	39059901	223.40	HH
29761	239	CD	96977406	104.20	HH
29762	239	MN	30218410	599.50	  
29763	239	IJ	47741246	15.20	IN
29764	240	WX	50178039	962.10	HH
29765	240	OP	22710114	105.00	LE
29766	241	QR	28285497	134.40	HH
29767	241	MN	27381342	63.20	  
29768	241	EF	14364838	61.00	IN
29769	242	WX	23104387	106.20	HH
29770	242	WX	62032568	297.70	  
29771	243	KL	55282419	104.10	LE
29772	243	GH	73269855	306.70	HH
29773	244	MN	74832015	219.00	HH
29774	244	OP	78948193	22.60	  
29775	244	GH	7008588	23.20	IN
29776	246	YZ	8283996	197.00	HH
29780	248	AB	15760773	248.49	LE
29781	249	OP	26255619	561.80	HH
29782	249	GH	99770348	187.60	  
29783	250	WX	24246722	306.60	HH
29784	251	AB	92959981	305.90	HH
29785	252	CD	91842740	176.70	HH
29788	255	WX	88934081	532.30	HH
29789	257	ST	61510014	381.67	LE
29790	257	GH	22533124	1416.60	HH
29791	258	KL	37360865	373.70	HH
29792	259	MN	86616670	29.70	HH
29793	259	EF	8156723	285.70	HH
29794	260	GH	71713226	524.70	HH
29795	261	IJ	49824553	218.20	HH
29796	261	ST	63415229	37.10	  
29797	263	WX	73582678	614.50	HH
29798	264	YZ	19889706	330.70	HH
29799	265	EF	28306174	290.00	HH
29800	266	WX	96796440	497.52	LE
29801	267	KL	4520118	307.40	HH
29802	268	OP	4418570	312.10	HH
29803	269	QR	7832789	45.60	HH
29804	269	YZ	55865961	169.00	  
29805	270	QR	95370232	546.20	HH
29806	271	QR	67201065	153.50	HH
29807	272	IJ	15116119	745.40	HH
29808	273	ST	77701490	132.01	LE
29809	273	OP	80156594	596.50	HH
29810	273	EF	85742187	17.80	  
29811	273	YZ	15870309	183.60	IN
29812	274	ST	91567790	988.60	HH
29813	275	CD	46536463	19.80	HH
29814	275	UV	60457825	206.20	  
29815	276	AB	22070646	447.05	LO
29816	276	EF	80801391	521.20	HH
29817	277	ST	67316442	268.23	LE
29818	278	IJ	93538832	336.20	HH
29819	278	MN	5409831	67.60	LE
29820	279	EF	46485179	62.40	HH
29821	279	QR	68556356	138.00	  
29822	280	KL	10603589	333.40	HH
29823	280	UV	1495051	469.40	  
29824	280	QR	42263525	95.70	LE
29825	281	CD	31156671	557.80	HH
29826	282	GH	6997305	753.10	HH
29827	282	AB	4248011	80.20	  
29828	283	OP	9780645	280.20	HH
29829	284	EF	34219330	562.90	HH
29830	285	UV	52409064	66.70	LE
29831	286	ST	3664666	984.80	HH
29832	287	CD	57389086	77.20	HH
29833	287	EF	36382317	157.20	HH
29834	288	WX	29425543	325.70	HH
29835	288	QR	97550320	20.70	HH
29836	289	AB	78823619	574.50	HH
29837	289	OP	72798836	262.10	  
29838	290	YZ	60961633	257.70	LO
29839	290	UV	10382223	265.30	HH
29840	290	IJ	5267882	327.40	  
29841	291	YZ	46721518	194.19	LE
29842	291	EF	31507086	6.20	HH
29843	291	YZ	27026367	1292.50	  
29844	292	KL	722319	198.60	HH
29845	293	QR	11480212	163.60	HH
29846	293	QR	85708903	84.50	  
29847	293	EF	34143477	136.60	IN
29848	294	MN	91239595	584.20	HH
29849	294	KL	94949411	14.50	  
29850	294	IJ	58432865	43.00	IN
29851	294	UV	58291846	15.60	  
29852	295	AB	78368478	699.20	HH
29853	296	AB	63953745	264.60	HH
29854	300	YZ	46045607	162.80	HH
29855	301	IJ	99728369	195.00	HH
29856	302	ST	12600803	323.60	HH
29857	303	KL	43664085	380.30	HH
29858	303	UV	25709551	313.20	LO
29859	304	AB	27760046	1436.70	HH
29860	305	ST	77063089	295.30	HH
29861	306	IJ	70354622	365.70	HH
29862	308	CD	17178321	128.40	LE
29863	309	UV	74396675	190.10	LO
29865	311	CD	93944477	477.70	HH
29866	311	WX	80353498	37.10	  
29867	311	GH	47159934	337.50	IN
29868	311	YZ	37490087	35.50	  
29869	311	YZ	67794364	42.20	LO
29870	312	WX	31189668	781.40	HH
29871	313	GH	6982702	229.40	HH
29872	314	WX	56231456	278.50	LO
29873	314	KL	99187093	1369.10	HH
29874	315	MN	6354302	350.90	LO
29875	317	QR	93325268	306.80	HH
29876	318	GH	74740838	285.80	HH
29877	319	GH	41618597	614.95	LO
29878	319	KL	87909203	105.70	HH
29879	319	KL	32717514	219.60	  
29880	319	AB	559258	41.60	IN
29881	321	UV	44067668	187.60	HH
29882	322	ST	4537106	655.00	HH
29883	323	GH	65761726	302.50	HH
29884	324	OP	83596694	178.50	HH
29885	324	KL	19554490	28.40	HH
29886	325	GH	69376104	274.10	HH
29887	326	MN	44978225	188.10	HH
29888	326	EF	63815659	156.70	HH
29889	327	OP	86823993	325.20	HH
29890	327	IJ	47999680	380.50	  
29891	328	OP	10446250	128.70	HH
29892	328	GH	3014916	114.50	HH
29893	329	GH	73389369	79.20	HH
29894	329	UV	23747241	311.00	  
29895	330	OP	23515820	690.80	LO
29896	331	UV	55443829	352.80	HH
29897	332	MN	6061673	238.50	HH
29898	333	QR	71807402	163.40	HH
29899	333	QR	42206424	7.20	  
29900	333	AB	13184309	29.20	IN
29901	334	IJ	5579948	237.40	HH
29902	334	MN	37566691	116.80	  
29903	335	GH	80065911	269.70	HH
29904	336	AB	40453487	406.70	HH
29905	338	AB	37576079	225.20	HH
29906	339	OP	60226070	780.12	LO
29907	339	WX	52391654	408.70	HH
29908	339	IJ	21728092	4.80	  
29909	340	CD	26790029	91.70	HH
29910	340	YZ	80708729	90.10	HH
29911	342	KL	44861531	233.20	HH
29912	343	QR	15103727	250.50	HH
29913	344	WX	47483712	473.90	HH
29914	344	CD	77219027	168.30	LO
29915	345	QR	68522327	881.90	HH
29916	346	KL	13685655	787.50	HH
29917	347	CD	37914210	780.12	LO
29918	349	ST	83005469	466.00	HH
29919	349	YZ	66345286	356.80	LO
29920	350	AB	77066629	379.10	HH
29921	352	KL	56583434	199.20	HH
29922	353	UV	38371622	268.70	HH
29923	353	CD	53546470	87.90	HH
29924	354	UV	38533955	477.10	HH
29925	355	WX	5620038	501.20	HH
29926	355	GH	28271162	292.70	  
29927	356	GH	75963014	418.80	HH
29928	357	EF	3304052	178.80	HH
29929	357	IJ	44572526	28.00	  
29930	358	UV	86354624	53.20	HH
29931	358	ST	65233623	143.40	  
29932	358	ST	94764554	2.70	IN
29933	358	ST	94047659	7.30	  
29934	359	UV	86209541	354.40	HH
29935	361	YZ	95369791	194.10	HH
29936	361	ST	59163767	138.80	  
29937	362	ST	76221531	600.10	HH
29938	362	ST	91743081	29.20	  
29939	362	EF	62852764	6.80	IN
29940	364	ST	39232927	222.10	HH
29941	365	YZ	84520810	176.60	LE
29942	365	QR	34196335	1152.80	HH
29943	365	QR	93025660	178.20	  
29944	365	UV	12044257	.50	IN
29945	365	UV	89672892	.90	  
29946	366	IJ	75874721	244.20	HH
29947	366	YZ	11380994	191.40	  
29948	366	QR	29283583	83.60	IN
29949	366	ST	68747752	318.80	  
29950	367	KL	59022962	638.40	HH
29951	368	ST	13122338	438.10	HH
29952	368	EF	27974027	74.20	  
29953	368	UV	35746020	26.90	IN
29954	368	YZ	33245110	21.70	  
29955	368	UV	35739392	107.10	LE
29959	370	MN	39040500	21.50	HH
29960	370	EF	39893967	118.80	  
29961	370	KL	57786190	67.20	IN
29962	372	ST	65089881	778.50	HH
29963	372	MN	83496254	214.80	  
29964	373	OP	55648291	645.20	HH
29965	375	KL	32626718	382.40	HH
29966	376	IJ	32540393	709.70	HH
29967	378	MN	28203147	384.02	LO
29968	378	KL	6934583	853.70	HH
29969	378	AB	85313254	118.40	  
29970	378	ST	70710897	.20	IN
29971	378	KL	23140502	.40	  
29972	379	CD	35418421	156.10	HH
29973	379	CD	30392295	43.40	  
29974	379	GH	42905002	17.70	IN
29975	379	IJ	80296814	31.20	  
29979	382	IJ	24703598	223.50	HH
29980	382	OP	26432061	2.70	  
29981	382	MN	87132888	1.40	IN
29982	383	EF	90773456	205.70	HH
29983	384	MN	48816210	230.41	LE
29984	385	WX	28537345	216.00	HH
29985	385	ST	91164779	3.10	  
29986	385	GH	79315310	12.10	IN
29987	386	CD	39887976	471.10	HH
29988	388	CD	48455613	652.40	HH
29989	389	KL	8779210	88.40	HH
29990	389	WX	25948596	328.00	  
29991	390	YZ	24210876	497.70	HH
29992	392	GH	99824958	140.70	HH
29993	392	WX	27344715	566.30	  
29994	393	AB	10808188	30.20	HH
29995	393	AB	27135431	592.00	  
30001	395	YZ	55113202	387.10	HH
30002	395	GH	73209607	403.60	  
30003	395	WX	8607322	82.80	LE
30004	396	UV	71221321	524.50	HH
30005	396	GH	26179212	6.80	  
30006	396	OP	57553499	30.80	IN
30007	396	YZ	33896279	26.10	  
30008	398	IJ	60894626	170.20	HH
30009	399	GH	54855972	309.05	LE
30010	399	IJ	47246265	600.90	HH
30011	400	WX	99955695	694.80	HH
30012	401	AB	66742342	360.00	HH
30013	401	EF	88922524	176.90	  
30014	402	YZ	77129357	208.30	HH
30015	402	CD	98438930	221.10	  
30016	403	KL	15987736	240.10	HH
30017	404	GH	68393963	156.30	HH
30018	404	WX	36616319	345.00	  
30019	405	EF	24659914	133.90	LE
30020	405	MN	56718403	963.20	HH
30021	405	WX	11276412	149.70	  
30022	405	KL	1622963	357.90	IN
30023	406	UV	36316532	180.00	HH
30024	406	KL	28461408	26.40	  
30025	407	WX	90311783	541.10	HH
30026	407	EF	32662862	1.40	  
30027	408	QR	62073033	504.20	HH
30028	409	QR	11262268	681.00	HH
30029	410	WX	85225909	382.50	HH
30030	411	QR	15704101	849.90	HH
30031	412	WX	35379701	872.70	HH
30032	413	CD	49738037	210.70	HH
30033	414	AB	96403741	787.00	HH
30034	415	OP	64789080	874.00	HH
30035	416	ST	30481368	98.20	HH
30036	416	CD	54040610	98.70	HH
30037	418	MN	92404669	931.60	HH
30038	420	KL	49270671	719.20	HH
30039	421	YZ	94967096	557.10	HH
30040	423	UV	78170078	194.20	HH
30041	424	WX	64132481	459.10	HH
30042	425	ST	21181220	239.00	HH
30043	425	OP	54766887	80.60	  
30044	425	GH	30106497	6.40	IN
30045	426	MN	45444989	420.12	LO
30046	426	AB	9528249	749.70	HH
30047	426	GH	34606760	88.60	  
30048	427	CD	43451237	816.60	HH
30049	428	MN	64758032	398.70	HH
30050	429	IJ	79427033	528.60	HH
30051	431	GH	65853184	648.20	HH
30052	431	KL	66201281	71.50	  
30053	434	WX	98904990	566.60	HH
30054	434	ST	31071788	163.70	  
30055	435	MN	75157016	318.90	HH
30056	436	WX	36372977	488.50	HH
30057	436	IJ	61715274	7.20	  
30058	436	CD	51325714	29.30	IN
30059	437	CD	83092337	224.80	HH
30060	437	YZ	18505370	310.60	  
30061	440	QR	84914481	582.50	HH
30062	440	GH	78983664	175.60	LO
30063	441	OP	58999586	447.30	LE
30064	441	YZ	91662942	304.10	HH
30065	441	WX	11125362	76.50	  
30066	442	EF	55799275	745.50	LO
30067	442	CD	21739507	560.60	HH
30068	442	ST	98938321	206.80	  
30069	443	KL	39137601	150.80	HH
30070	443	IJ	32109809	46.30	  
30071	443	QR	69234090	6.70	IN
30072	444	QR	53384882	446.90	HH
30073	445	QR	65335863	399.80	HH
30074	445	IJ	49652427	756.70	  
30075	446	EF	81248056	694.10	HH
30076	447	GH	35721868	555.40	HH
30077	447	ST	99847948	55.40	LE
30080	449	AB	84388368	16.40	HH
30081	449	WX	77323555	178.90	HH
30082	450	QR	70611452	240.40	HH
30083	451	UV	62285023	720.80	LO
30084	452	OP	27081912	505.80	HH
30085	452	OP	33601921	37.50	  
30086	453	QR	23475498	701.20	HH
30087	454	GH	80305754	568.70	HH
30088	455	ST	60398054	833.90	HH
30089	456	WX	12626231	478.31	LE
30092	458	AB	65390032	958.60	HH
30093	458	CD	51641261	103.10	LE
30094	460	MN	57986551	355.40	HH
30095	461	OP	30994916	153.00	HH
30096	462	ST	32409316	832.50	HH
30097	463	QR	88697516	638.50	HH
30098	464	UV	4756558	350.90	HH
30099	465	ST	3081554	127.85	LE
30100	465	IJ	59340989	1112.60	HH
30101	467	UV	90201395	393.70	HH
30102	467	AB	73301529	289.50	  
30103	468	AB	87048482	373.50	HH
30104	468	YZ	30738526	49.90	  
30105	469	AB	32004195	267.20	HH
30106	470	AB	41005563	356.80	HH
30107	470	IJ	70524096	63.00	  
30108	470	OP	43083483	107.80	IN
30109	471	ST	26110238	469.50	HH
30110	471	CD	97181409	93.10	  
30111	471	CD	33731478	25.30	IN
30112	471	KL	45840859	20.20	  
30113	472	UV	6824928	820.02	LO
30114	473	GH	65049969	423.70	HH
30115	473	KL	67095625	264.00	  
30116	473	QR	76250731	7.50	IN
30117	473	YZ	22973603	33.30	  
30118	474	UV	33440119	69.40	HH
30119	474	OP	79647504	160.60	  
30120	475	UV	33983725	276.00	HH
30121	477	CD	7729125	266.00	HH
30122	477	GH	40855217	25.40	  
30123	477	IJ	25759440	46.30	IN
30124	478	EF	9013551	813.70	HH
30125	479	YZ	117046	206.40	HH
30126	480	KL	12772888	468.70	HH
30127	480	IJ	72983371	82.70	LE
30128	481	GH	50636059	6.40	HH
30129	481	IJ	29175484	182.50	HH
30134	483	GH	70076584	194.00	HH
30135	484	GH	19220835	165.20	HH
30136	484	MN	16825324	199.50	  
30137	484	GH	17417866	10.80	IN
30138	484	IJ	31340134	141.20	  
30139	485	AB	58655077	262.96	LE
30140	485	EF	89687889	742.10	HH
30141	485	WX	56978738	159.10	  
30142	485	AB	20747721	357.20	IN
30143	487	GH	40831804	1068.40	HH
30144	489	ST	53826928	560.80	HH
30145	490	UV	89067864	204.20	HH
30146	491	EF	26434993	909.00	HH
30147	494	EF	88363974	262.96	LE
30148	494	GH	24389368	872.80	HH
30149	494	ST	62039023	20.70	  
30153	496	IJ	60471528	360.20	HH
30154	497	EF	31873262	340.50	HH
30157	500	WX	67136871	262.96	LE
30158	500	MN	57751679	326.70	HH
30159	500	AB	1471186	53.90	  
30160	501	KL	79491948	438.27	LO
30161	502	ST	27518320	249.80	HH
30162	503	QR	34156501	717.50	HH
30163	503	GH	41920358	174.60	LE
30164	504	UV	2230048	230.80	HH
30165	505	QR	6899768	1.80	HH
30166	505	OP	5099285	220.30	  
30167	506	GH	21071094	301.10	HH
30168	506	QR	70163124	10.70	  
30169	506	IJ	18590253	27.80	IN
30170	506	IJ	82022094	72.40	  
30171	508	YZ	41786360	248.00	HH
30172	509	IJ	50397551	626.10	LO
30173	510	YZ	34629786	244.20	HH
30174	510	UV	64973693	131.90	  
30175	510	GH	56986600	104.30	IN
30176	511	MN	4644132	262.96	LE
30177	512	GH	88834064	944.90	HH
30178	513	EF	99257760	790.80	HH
30179	514	KL	49346691	576.00	HH
30180	515	CD	6447190	275.00	HH
30181	516	CD	22182691	373.60	HH
30182	517	UV	82919829	925.50	HH
30183	518	GH	39075994	133.80	HH
30184	518	MN	13886338	201.50	HH
30185	519	AB	65870404	324.50	HH
30186	520	MN	67366206	233.20	HH
30187	521	IJ	98804980	423.40	HH
30188	522	WX	31764650	7.70	HH
30189	522	GH	18812161	493.00	  
30190	524	AB	71994364	576.80	HH
30191	525	MN	88872944	438.27	LO
30192	525	ST	67853247	645.40	HH
30193	526	MN	22128474	507.40	HH
30195	528	IJ	11964172	291.60	HH
30196	529	MN	85919022	334.40	HH
30197	531	OP	48101	214.40	HH
30198	533	EF	5924845	131.90	HH
30199	533	IJ	31916600	342.70	  
30200	534	KL	26713061	174.70	HH
30201	534	KL	88319682	71.30	  
30202	534	OP	71464949	134.10	IN
30203	535	OP	26501775	702.10	HH
30204	535	UV	15932035	6.20	  
